Edad simple;Sexo;Periodo;Total
Todas las edades;Mujeres;1 de abril de 1998;""
Todas las edades;Mujeres;1 de enero de 1998;20.478.884
Todas las edades;Mujeres;1 de octubre de 1997;""
Todas las edades;Mujeres;1 de julio de 1997;20.431.129
Todas las edades;Mujeres;1 de abril de 1997;""
Todas las edades;Mujeres;1 de enero de 1997;20.391.551
Todas las edades;Mujeres;1 de octubre de 1996;""
Todas las edades;Mujeres;1 de julio de 1996;20.346.538
Todas las edades;Mujeres;1 de abril de 1996;""
Todas las edades;Mujeres;1 de enero de 1996;20.307.916
Todas las edades;Mujeres;1 de octubre de 1995;""
Todas las edades;Mujeres;1 de julio de 1995;20.261.984
Todas las edades;Mujeres;1 de abril de 1995;""
Todas las edades;Mujeres;1 de enero de 1995;20.221.727
Todas las edades;Mujeres;1 de octubre de 1994;""
Todas las edades;Mujeres;1 de julio de 1994;20.174.637
Todas las edades;Mujeres;1 de abril de 1994;""
Todas las edades;Mujeres;1 de enero de 1994;20.130.190
Todas las edades;Mujeres;1 de octubre de 1993;""
Todas las edades;Mujeres;1 de julio de 1993;20.078.612
Todas las edades;Mujeres;1 de abril de 1993;""
Todas las edades;Mujeres;1 de enero de 1993;20.032.646
Todas las edades;Mujeres;1 de octubre de 1992;""
Todas las edades;Mujeres;1 de julio de 1992;19.973.488
Todas las edades;Mujeres;1 de abril de 1992;""
Todas las edades;Mujeres;1 de enero de 1992;19.925.307
Todas las edades;Mujeres;1 de octubre de 1991;""
Todas las edades;Mujeres;1 de julio de 1991;19.870.317
Todas las edades;Mujeres;1 de abril de 1991;""
Todas las edades;Mujeres;1 de enero de 1991;19.838.598
Todas las edades;Mujeres;1 de octubre de 1990;""
Todas las edades;Mujeres;1 de julio de 1990;19.822.352
Todas las edades;Mujeres;1 de abril de 1990;""
Todas las edades;Mujeres;1 de enero de 1990;19.813.442
Todas las edades;Mujeres;1 de octubre de 1989;""
Todas las edades;Mujeres;1 de julio de 1989;19.791.905
Todas las edades;Mujeres;1 de abril de 1989;""
Todas las edades;Mujeres;1 de enero de 1989;19.778.621
Todas las edades;Mujeres;1 de octubre de 1988;""
Todas las edades;Mujeres;1 de julio de 1988;19.755.616
Todas las edades;Mujeres;1 de abril de 1988;""
Todas las edades;Mujeres;1 de enero de 1988;19.735.868
Todas las edades;Mujeres;1 de octubre de 1987;""
Todas las edades;Mujeres;1 de julio de 1987;19.707.616
Todas las edades;Mujeres;1 de abril de 1987;""
Todas las edades;Mujeres;1 de enero de 1987;19.683.096
Todas las edades;Mujeres;1 de octubre de 1986;""
Todas las edades;Mujeres;1 de julio de 1986;19.646.759
Todas las edades;Mujeres;1 de abril de 1986;""
Todas las edades;Mujeres;1 de enero de 1986;19.625.072
Todas las edades;Mujeres;1 de octubre de 1985;""
Todas las edades;Mujeres;1 de julio de 1985;19.590.150
Todas las edades;Mujeres;1 de abril de 1985;""
Todas las edades;Mujeres;1 de enero de 1985;19.558.571
Todas las edades;Mujeres;1 de octubre de 1984;""
Todas las edades;Mujeres;1 de julio de 1984;19.514.666
Todas las edades;Mujeres;1 de abril de 1984;""
Todas las edades;Mujeres;1 de enero de 1984;19.477.809
Todas las edades;Mujeres;1 de octubre de 1983;""
Todas las edades;Mujeres;1 de julio de 1983;19.429.953
Todas las edades;Mujeres;1 de abril de 1983;""
Todas las edades;Mujeres;1 de enero de 1983;19.394.759
Todas las edades;Mujeres;1 de octubre de 1982;""
Todas las edades;Mujeres;1 de julio de 1982;19.342.628
Todas las edades;Mujeres;1 de abril de 1982;""
Todas las edades;Mujeres;1 de enero de 1982;19.290.449
Todas las edades;Mujeres;1 de octubre de 1981;""
Todas las edades;Mujeres;1 de julio de 1981;19.231.584
Todas las edades;Mujeres;1 de abril de 1981;""
Todas las edades;Mujeres;1 de enero de 1981;19.167.940
Todas las edades;Mujeres;1 de octubre de 1980;""
Todas las edades;Mujeres;1 de julio de 1980;19.096.782
Todas las edades;Mujeres;1 de abril de 1980;""
Todas las edades;Mujeres;1 de enero de 1980;19.023.427
Todas las edades;Mujeres;1 de octubre de 1979;""
Todas las edades;Mujeres;1 de julio de 1979;18.947.068
Todas las edades;Mujeres;1 de abril de 1979;""
Todas las edades;Mujeres;1 de enero de 1979;18.868.438
Todas las edades;Mujeres;1 de octubre de 1978;""
Todas las edades;Mujeres;1 de julio de 1978;18.785.947
Todas las edades;Mujeres;1 de abril de 1978;""
Todas las edades;Mujeres;1 de enero de 1978;18.700.859
Todas las edades;Mujeres;1 de octubre de 1977;""
Todas las edades;Mujeres;1 de julio de 1977;18.607.215
Todas las edades;Mujeres;1 de abril de 1977;""
Todas las edades;Mujeres;1 de enero de 1977;18.521.877
Todas las edades;Mujeres;1 de octubre de 1976;""
Todas las edades;Mujeres;1 de julio de 1976;18.422.078
Todas las edades;Mujeres;1 de abril de 1976;""
Todas las edades;Mujeres;1 de enero de 1976;18.333.864
Todas las edades;Mujeres;1 de octubre de 1975;""
Todas las edades;Mujeres;1 de julio de 1975;18.237.105
Todas las edades;Mujeres;1 de abril de 1975;""
Todas las edades;Mujeres;1 de enero de 1975;18.150.004
Todas las edades;Mujeres;1 de octubre de 1974;""
Todas las edades;Mujeres;1 de julio de 1974;18.048.997
Todas las edades;Mujeres;1 de abril de 1974;""
Todas las edades;Mujeres;1 de enero de 1974;17.957.230
Todas las edades;Mujeres;1 de octubre de 1973;""
Todas las edades;Mujeres;1 de julio de 1973;17.860.714
Todas las edades;Mujeres;1 de abril de 1973;""
Todas las edades;Mujeres;1 de enero de 1973;17.772.628
Todas las edades;Mujeres;1 de octubre de 1972;""
Todas las edades;Mujeres;1 de julio de 1972;17.672.353
Todas las edades;Mujeres;1 de abril de 1972;""
Todas las edades;Mujeres;1 de enero de 1972;17.580.397
Todas las edades;Mujeres;1 de octubre de 1971;""
Todas las edades;Mujeres;1 de julio de 1971;17.485.953
Todas las edades;Mujeres;1 de abril de 1971;""
Todas las edades;Mujeres;1 de enero de 1971;17.398.898
0 años;Total;1 de enero de 2025;318.907
0 años;Total;1 de octubre de 2024;319.895
0 años;Total;1 de julio de 2024;320.516
0 años;Total;1 de abril de 2024;321.773
0 años;Total;1 de enero de 2024;321.282
0 años;Total;1 de octubre de 2023;320.555
0 años;Total;1 de julio de 2023;323.944
0 años;Total;1 de abril de 2023;326.380
0 años;Total;1 de enero de 2023;329.968
0 años;Total;1 de octubre de 2022;332.582
0 años;Total;1 de julio de 2022;336.630
0 años;Total;1 de abril de 2022;339.110
0 años;Total;1 de enero de 2022;336.783
0 años;Total;1 de octubre de 2021;328.038
0 años;Total;1 de julio de 2021;327.461
0 años;Total;1 de abril de 2021;329.199
0 años;Total;1 de enero de 2021;339.465
0 años;Total;1 de octubre de 2020;""
0 años;Total;1 de julio de 2020;351.006
0 años;Total;1 de abril de 2020;""
0 años;Total;1 de enero de 2020;360.869
0 años;Total;1 de octubre de 2019;""
0 años;Total;1 de julio de 2019;361.025
0 años;Total;1 de abril de 2019;""
0 años;Total;1 de enero de 2019;369.475
0 años;Total;1 de octubre de 2018;""
0 años;Total;1 de julio de 2018;376.303
0 años;Total;1 de abril de 2018;""
0 años;Total;1 de enero de 2018;391.738
0 años;Total;1 de octubre de 2017;""
0 años;Total;1 de julio de 2017;395.029
0 años;Total;1 de abril de 2017;""
0 años;Total;1 de enero de 2017;408.346
0 años;Total;1 de octubre de 2016;""
0 años;Total;1 de julio de 2016;408.933
0 años;Total;1 de abril de 2016;""
0 años;Total;1 de enero de 2016;418.003
0 años;Total;1 de octubre de 2015;""
0 años;Total;1 de julio de 2015;416.773
0 años;Total;1 de abril de 2015;""
0 años;Total;1 de enero de 2015;424.910
0 años;Total;1 de octubre de 2014;""
0 años;Total;1 de julio de 2014;419.421
0 años;Total;1 de abril de 2014;""
0 años;Total;1 de enero de 2014;423.444
0 años;Total;1 de octubre de 2013;""
0 años;Total;1 de julio de 2013;432.628
0 años;Total;1 de abril de 2013;""
0 años;Total;1 de enero de 2013;451.972
0 años;Total;1 de octubre de 2012;""
0 años;Total;1 de julio de 2012;461.743
0 años;Total;1 de abril de 2012;""
0 años;Total;1 de enero de 2012;475.603
0 años;Total;1 de octubre de 2011;""
0 años;Total;1 de julio de 2011;474.723
0 años;Total;1 de abril de 2011;""
0 años;Total;1 de enero de 2011;484.004
0 años;Total;1 de octubre de 2010;""
0 años;Total;1 de julio de 2010;479.828
0 años;Total;1 de abril de 2010;""
0 años;Total;1 de enero de 2010;493.974
0 años;Total;1 de octubre de 2009;""
0 años;Total;1 de julio de 2009;503.462
0 años;Total;1 de abril de 2009;""
0 años;Total;1 de enero de 2009;519.525
0 años;Total;1 de octubre de 2008;""
0 años;Total;1 de julio de 2008;503.135
0 años;Total;1 de abril de 2008;""
0 años;Total;1 de enero de 2008;493.918
0 años;Total;1 de octubre de 2007;""
0 años;Total;1 de julio de 2007;482.498
0 años;Total;1 de abril de 2007;""
0 años;Total;1 de enero de 2007;483.683
0 años;Total;1 de octubre de 2006;""
0 años;Total;1 de julio de 2006;472.009
0 años;Total;1 de abril de 2006;""
0 años;Total;1 de enero de 2006;466.984
0 años;Total;1 de octubre de 2005;""
0 años;Total;1 de julio de 2005;456.377
0 años;Total;1 de abril de 2005;""
0 años;Total;1 de enero de 2005;455.204
0 años;Total;1 de octubre de 2004;""
0 años;Total;1 de julio de 2004;442.767
0 años;Total;1 de abril de 2004;""
0 años;Total;1 de enero de 2004;443.076
0 años;Total;1 de octubre de 2003;""
0 años;Total;1 de julio de 2003;429.164
0 años;Total;1 de abril de 2003;""
0 años;Total;1 de enero de 2003;419.433
0 años;Total;1 de octubre de 2002;""
0 años;Total;1 de julio de 2002;409.528
0 años;Total;1 de abril de 2002;""
0 años;Total;1 de enero de 2002;411.693
0 años;Total;1 de octubre de 2001;""
0 años;Total;1 de julio de 2001;399.010
0 años;Total;1 de abril de 2001;""
0 años;Total;1 de enero de 2001;395.790
0 años;Total;1 de octubre de 2000;""
0 años;Total;1 de julio de 2000;384.769
0 años;Total;1 de abril de 2000;""
0 años;Total;1 de enero de 2000;379.649
0 años;Total;1 de octubre de 1999;""
0 años;Total;1 de julio de 1999;368.312
0 años;Total;1 de abril de 1999;""
0 años;Total;1 de enero de 1999;365.367
0 años;Total;1 de octubre de 1998;""
0 años;Total;1 de julio de 1998;364.080
0 años;Total;1 de abril de 1998;""
0 años;Total;1 de enero de 1998;367.201
0 años;Total;1 de octubre de 1997;""
0 años;Total;1 de julio de 1997;364.743
0 años;Total;1 de abril de 1997;""
0 años;Total;1 de enero de 1997;361.026
0 años;Total;1 de octubre de 1996;""
0 años;Total;1 de julio de 1996;360.902
0 años;Total;1 de abril de 1996;""
0 años;Total;1 de enero de 1996;362.925
0 años;Total;1 de octubre de 1995;""
0 años;Total;1 de julio de 1995;364.040
0 años;Total;1 de abril de 1995;""
0 años;Total;1 de enero de 1995;368.535
0 años;Total;1 de octubre de 1994;""
0 años;Total;1 de julio de 1994;378.370
0 años;Total;1 de abril de 1994;""
0 años;Total;1 de enero de 1994;384.355
0 años;Total;1 de octubre de 1993;""
0 años;Total;1 de julio de 1993;390.629
0 años;Total;1 de abril de 1993;""
0 años;Total;1 de enero de 1993;395.547
0 años;Total;1 de octubre de 1992;""
0 años;Total;1 de julio de 1992;390.537
0 años;Total;1 de abril de 1992;""
0 años;Total;1 de enero de 1992;390.956
0 años;Total;1 de octubre de 1991;""
0 años;Total;1 de julio de 1991;386.412
0 años;Total;1 de abril de 1991;""
0 años;Total;1 de enero de 1991;390.639
0 años;Total;1 de octubre de 1990;""
0 años;Total;1 de julio de 1990;392.381
0 años;Total;1 de abril de 1990;""
0 años;Total;1 de enero de 1990;401.255
0 años;Total;1 de octubre de 1989;""
0 años;Total;1 de julio de 1989;402.740
0 años;Total;1 de abril de 1989;""
0 años;Total;1 de enero de 1989;410.145
0 años;Total;1 de octubre de 1988;""
0 años;Total;1 de julio de 1988;412.941
0 años;Total;1 de abril de 1988;""
0 años;Total;1 de enero de 1988;420.692
0 años;Total;1 de octubre de 1987;""
0 años;Total;1 de julio de 1987;426.128
0 años;Total;1 de abril de 1987;""
0 años;Total;1 de enero de 1987;432.682
0 años;Total;1 de octubre de 1986;""
0 años;Total;1 de julio de 1986;438.556
0 años;Total;1 de abril de 1986;""
0 años;Total;1 de enero de 1986;451.281
0 años;Total;1 de octubre de 1985;""
0 años;Total;1 de julio de 1985;462.822
0 años;Total;1 de abril de 1985;""
0 años;Total;1 de enero de 1985;469.612
0 años;Total;1 de octubre de 1984;""
0 años;Total;1 de julio de 1984;476.620
0 años;Total;1 de abril de 1984;""
0 años;Total;1 de enero de 1984;480.918
0 años;Total;1 de octubre de 1983;""
0 años;Total;1 de julio de 1983;496.183
0 años;Total;1 de abril de 1983;""
0 años;Total;1 de enero de 1983;511.235
0 años;Total;1 de octubre de 1982;""
0 años;Total;1 de julio de 1982;531.486
0 años;Total;1 de abril de 1982;""
0 años;Total;1 de enero de 1982;549.898
0 años;Total;1 de octubre de 1981;""
0 años;Total;1 de julio de 1981;574.934
0 años;Total;1 de abril de 1981;""
0 años;Total;1 de enero de 1981;569.802
0 años;Total;1 de octubre de 1980;""
0 años;Total;1 de julio de 1980;582.436
0 años;Total;1 de abril de 1980;""
0 años;Total;1 de enero de 1980;592.227
0 años;Total;1 de octubre de 1979;""
0 años;Total;1 de julio de 1979;614.763
0 años;Total;1 de abril de 1979;""
0 años;Total;1 de enero de 1979;625.320
0 años;Total;1 de octubre de 1978;""
0 años;Total;1 de julio de 1978;641.933
0 años;Total;1 de abril de 1978;""
0 años;Total;1 de enero de 1978;644.379
0 años;Total;1 de octubre de 1977;""
0 años;Total;1 de julio de 1977;658.800
0 años;Total;1 de abril de 1977;""
0 años;Total;1 de enero de 1977;665.373
0 años;Total;1 de octubre de 1976;""
0 años;Total;1 de julio de 1976;662.526
0 años;Total;1 de abril de 1976;""
0 años;Total;1 de enero de 1976;659.696
0 años;Total;1 de octubre de 1975;""
0 años;Total;1 de julio de 1975;668.420
0 años;Total;1 de abril de 1975;""
0 años;Total;1 de enero de 1975;679.664
0 años;Total;1 de octubre de 1974;""
0 años;Total;1 de julio de 1974;663.447
0 años;Total;1 de abril de 1974;""
0 años;Total;1 de enero de 1974;666.113
0 años;Total;1 de octubre de 1973;""
0 años;Total;1 de julio de 1973;667.002
0 años;Total;1 de abril de 1973;""
0 años;Total;1 de enero de 1973;666.068
0 años;Total;1 de octubre de 1972;""
0 años;Total;1 de julio de 1972;663.479
0 años;Total;1 de abril de 1972;""
0 años;Total;1 de enero de 1972;663.793
0 años;Total;1 de octubre de 1971;""
0 años;Total;1 de julio de 1971;651.607
0 años;Total;1 de abril de 1971;""
0 años;Total;1 de enero de 1971;647.443
0 años;Hombres;1 de enero de 2025;164.055
0 años;Hombres;1 de octubre de 2024;164.522
0 años;Hombres;1 de julio de 2024;164.760
0 años;Hombres;1 de abril de 2024;165.270
0 años;Hombres;1 de enero de 2024;164.763
0 años;Hombres;1 de octubre de 2023;164.450
0 años;Hombres;1 de julio de 2023;166.197
0 años;Hombres;1 de abril de 2023;167.729
0 años;Hombres;1 de enero de 2023;169.800
0 años;Hombres;1 de octubre de 2022;171.266
0 años;Hombres;1 de julio de 2022;173.599
0 años;Hombres;1 de abril de 2022;174.934
0 años;Hombres;1 de enero de 2022;173.783
0 años;Hombres;1 de octubre de 2021;168.894
0 años;Hombres;1 de julio de 2021;168.317
0 años;Hombres;1 de abril de 2021;168.805
0 años;Hombres;1 de enero de 2021;173.823
0 años;Hombres;1 de octubre de 2020;""
0 años;Hombres;1 de julio de 2020;180.193
0 años;Hombres;1 de abril de 2020;""
0 años;Hombres;1 de enero de 2020;185.523
0 años;Hombres;1 de octubre de 2019;""
0 años;Hombres;1 de julio de 2019;185.277
0 años;Hombres;1 de abril de 2019;""
0 años;Hombres;1 de enero de 2019;189.807
0 años;Hombres;1 de octubre de 2018;""
0 años;Hombres;1 de julio de 2018;193.639
0 años;Hombres;1 de abril de 2018;""
0 años;Hombres;1 de enero de 2018;201.635
0 años;Hombres;1 de octubre de 2017;""
0 años;Hombres;1 de julio de 2017;203.095
0 años;Hombres;1 de abril de 2017;""
0 años;Hombres;1 de enero de 2017;209.831
0 años;Hombres;1 de octubre de 2016;""
0 años;Hombres;1 de julio de 2016;210.497
0 años;Hombres;1 de abril de 2016;""
0 años;Hombres;1 de enero de 2016;215.208
0 años;Hombres;1 de octubre de 2015;""
0 años;Hombres;1 de julio de 2015;215.101
0 años;Hombres;1 de abril de 2015;""
0 años;Hombres;1 de enero de 2015;219.373
0 años;Hombres;1 de octubre de 2014;""
0 años;Hombres;1 de julio de 2014;216.225
0 años;Hombres;1 de abril de 2014;""
0 años;Hombres;1 de enero de 2014;217.832
0 años;Hombres;1 de octubre de 2013;""
0 años;Hombres;1 de julio de 2013;222.745
0 años;Hombres;1 de abril de 2013;""
0 años;Hombres;1 de enero de 2013;233.012
0 años;Hombres;1 de octubre de 2012;""
0 años;Hombres;1 de julio de 2012;238.025
0 años;Hombres;1 de abril de 2012;""
0 años;Hombres;1 de enero de 2012;245.029
0 años;Hombres;1 de octubre de 2011;""
0 años;Hombres;1 de julio de 2011;244.986
0 años;Hombres;1 de abril de 2011;""
0 años;Hombres;1 de enero de 2011;249.568
0 años;Hombres;1 de octubre de 2010;""
0 años;Hombres;1 de julio de 2010;247.827
0 años;Hombres;1 de abril de 2010;""
0 años;Hombres;1 de enero de 2010;255.371
0 años;Hombres;1 de octubre de 2009;""
0 años;Hombres;1 de julio de 2009;260.612
0 años;Hombres;1 de abril de 2009;""
0 años;Hombres;1 de enero de 2009;268.221
0 años;Hombres;1 de octubre de 2008;""
0 años;Hombres;1 de julio de 2008;259.819
0 años;Hombres;1 de abril de 2008;""
0 años;Hombres;1 de enero de 2008;254.589
0 años;Hombres;1 de octubre de 2007;""
0 años;Hombres;1 de julio de 2007;249.251
0 años;Hombres;1 de abril de 2007;""
0 años;Hombres;1 de enero de 2007;249.535
0 años;Hombres;1 de octubre de 2006;""
0 años;Hombres;1 de julio de 2006;243.305
0 años;Hombres;1 de abril de 2006;""
0 años;Hombres;1 de enero de 2006;240.395
